Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2006-06-05,,6.0,33.0,,5.0,3.0,1.0,10.0,6.0,11.0,9.0,,4.0,8.0,8.0,15.0,25.0,,16.0,2.0
2006-06-06,3.0,3.0,33.0,1.0,4.0,1.0,3.0,5.0,3.0,11.0,10.0,,11.0,3.0,1.0,12.0,25.0,2.0,17.0,2.0
2006-06-07,1.0,1.0,61.0,3.0,1.0,,3.0,8.0,4.0,5.0,12.0,1.0,5.0,3.0,3.0,17.0,23.0,2.0,10.0,
2006-06-08,1.0,2.0,11.0,2.0,6.0,2.0,3.0,12.0,4.0,4.0,10.0,1.0,4.0,4.0,,15.0,19.0,2.0,9.0,3.0
2006-06-09,1.0,4.0,27.0,1.0,3.0,,6.0,9.0,3.0,3.0,18.0,,3.0,2.0,5.0,11.0,27.0,,10.0,
2006-06-10,3.0,7.0,38.0,3.0,6.0,3.0,2.0,5.0,4.0,3.0,12.0,2.0,4.0,2.0,1.0,10.0,16.0,2.0,23.0,1.0
2006-06-11,4.0,5.0,33.0,1.0,,8.0,4.0,2.0,6.0,2.0,19.0,,3.0,5.0,5.0,16.0,14.0,,16.0,3.0
2006-06-12,3.0,8.0,20.0,3.0,9.0,1.0,2.0,8.0,3.0,13.0,12.0,,5.0,3.0,9.0,20.0,23.0,,15.0,2.0
2006-06-13,3.0,2.0,44.0,1.0,9.0,2.0,3.0,7.0,2.0,7.0,12.0,1.0,9.0,3.0,5.0,13.0,34.0,1.0,14.0,
2006-06-14,6.0,5.0,38.0,,3.0,3.0,4.0,9.0,4.0,9.0,18.0,2.0,3.0,1.0,6.0,11.0,24.0,3.0,13.0,3.0
2006-06-15,2.0,4.0,35.0,1.0,5.0,4.0,4.0,7.0,,7.0,8.0,1.0,4.0,4.0,3.0,15.0,18.0,,14.0,
2006-06-16,2.0,4.0,31.0,2.0,2.0,1.0,7.0,4.0,1.0,2.0,21.0,4.0,4.0,2.0,2.0,17.0,25.0,1.0,13.0,
2006-06-17,2.0,2.0,64.0,,6.0,8.0,5.0,7.0,,6.0,25.0,2.0,15.0,1.0,2.0,7.0,19.0,1.0,17.0,
2006-06-18,3.0,4.0,56.0,,2.0,3.0,4.0,1.0,4.0,8.0,16.0,,2.0,2.0,3.0,12.0,11.0,,25.0,1.0
2006-06-19,2.0,2.0,37.0,5.0,5.0,1.0,6.0,4.0,5.0,8.0,20.0,1.0,8.0,5.0,2.0,13.0,23.0,1.0,20.0,
2006-06-20,,7.0,68.0,2.0,3.0,2.0,5.0,8.0,4.0,10.0,18.0,2.0,9.0,1.0,4.0,12.0,21.0,1.0,20.0,1.0
2006-06-21,1.0,7.0,91.0,3.0,1.0,2.0,4.0,5.0,6.0,3.0,16.0,3.0,13.0,1.0,4.0,14.0,23.0,2.0,18.0,
2006-06-22,4.0,5.0,76.0,1.0,6.0,,1.0,3.0,7.0,3.0,20.0,2.0,5.0,2.0,4.0,9.0,14.0,2.0,15.0,
2006-06-23,5.0,5.0,38.0,2.0,3.0,2.0,3.0,7.0,6.0,1.0,20.0,,3.0,3.0,2.0,10.0,27.0,1.0,15.0,1.0
2006-06-24,5.0,4.0,43.0,3.0,7.0,7.0,8.0,8.0,6.0,4.0,14.0,,11.0,3.0,8.0,9.0,11.0,2.0,19.0,1.0
2006-06-25,1.0,2.0,46.0,1.0,2.0,4.0,4.0,3.0,7.0,7.0,9.0,1.0,10.0,7.0,3.0,18.0,16.0,1.0,18.0,
2006-06-26,2.0,6.0,32.0,,7.0,3.0,1.0,6.0,10.0,6.0,10.0,2.0,7.0,5.0,4.0,12.0,18.0,,14.0,
2006-06-27,2.0,2.0,51.0,1.0,6.0,3.0,,8.0,4.0,6.0,9.0,,9.0,5.0,1.0,13.0,23.0,3.0,13.0,
2006-06-28,2.0,3.0,62.0,2.0,4.0,,1.0,9.0,4.0,2.0,16.0,3.0,6.0,6.0,1.0,11.0,21.0,6.0,10.0,1.0
2006-06-29,1.0,5.0,83.0,1.0,2.0,2.0,1.0,10.0,3.0,2.0,11.0,,10.0,7.0,4.0,13.0,21.0,2.0,20.0,
2006-06-30,3.0,4.0,47.0,,2.0,3.0,5.0,13.0,4.0,12.0,18.0,1.0,10.0,3.0,4.0,9.0,20.0,5.0,16.0,3.0
2006-07-01,3.0,2.0,47.0,1.0,3.0,4.0,2.0,3.0,2.0,6.0,17.0,,4.0,6.0,1.0,9.0,18.0,4.0,16.0,
2006-07-02,4.0,5.0,73.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,19.0,,7.0,5.0,3.0,11.0,15.0,1.0,19.0,2.0
2006-07-03,3.0,2.0,53.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,17.0,,5.0,4.0,4.0,12.0,20.0,,18.0,2.0
2006-07-04,2.0,1.0,40.0,,5.0,4.0,6.0,2.0,9.0,4.0,20.0,1.0,5.0,9.0,4.0,10.0,12.0,3.0,23.0,2.0
2006-07-05,6.0,6.0,52.0,2.0,9.0,,5.0,7.0,4.0,7.0,14.0,3.0,9.0,4.0,4.0,14.0,18.0,3.0,25.0,
2006-07-06,2.0,7.0,23.0,1.0,3.0,2.0,3.0,14.0,5.0,10.0,15.0,,7.0,3.0,5.0,9.0,24.0,2.0,18.0,1.0
2006-07-07,4.0,3.0,24.0,,4.0,4.0,2.0,7.0,7.0,5.0,13.0,,8.0,7.0,3.0,15.0,27.0,2.0,13.0,1.0
2006-07-08,3.0,3.0,57.0,1.0,4.0,4.0,5.0,7.0,5.0,3.0,12.0,,10.0,,3.0,6.0,24.0,2.0,18.0,
2006-07-09,5.0,5.0,41.0,2.0,2.0,4.0,22.0,3.0,7.0,2.0,15.0,2.0,3.0,5.0,3.0,11.0,14.0,1.0,12.0,
2006-07-10,1.0,4.0,33.0,2.0,4.0,,1.0,7.0,9.0,4.0,12.0,2.0,10.0,,1.0,17.0,26.0,,15.0,1.0
2006-07-11,4.0,13.0,43.0,4.0,7.0,1.0,4.0,6.0,3.0,2.0,13.0,2.0,6.0,4.0,5.0,13.0,13.0,1.0,13.0,
2006-07-12,3.0,5.0,61.0,3.0,7.0,1.0,3.0,9.0,13.0,5.0,20.0,,6.0,4.0,2.0,11.0,20.0,2.0,14.0,1.0
2006-07-13,,1.0,58.0,,6.0,5.0,2.0,6.0,7.0,8.0,20.0,1.0,8.0,2.0,5.0,11.0,21.0,,14.0,
2006-07-14,7.0,4.0,33.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,19.0,,6.0,2.0,1.0,10.0,23.0,,6.0,
2006-07-15,3.0,4.0,31.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,19.0,1.0,2.0,2.0,2.0,9.0,14.0,2.0,11.0,2.0
2006-07-16,2.0,2.0,59.0,2.0,6.0,2.0,1.0,3.0,4.0,4.0,21.0,,7.0,3.0,3.0,12.0,11.0,1.0,14.0,1.0
2006-07-17,1.0,3.0,41.0,3.0,6.0,,2.0,6.0,5.0,6.0,13.0,2.0,13.0,3.0,2.0,9.0,31.0,1.0,14.0,2.0
2006-07-18,1.0,2.0,35.0,2.0,4.0,,3.0,6.0,2.0,9.0,9.0,4.0,9.0,3.0,2.0,15.0,19.0,3.0,16.0,
2006-07-19,2.0,4.0,56.0,,4.0,4.0,3.0,8.0,8.0,4.0,16.0,1.0,8.0,4.0,4.0,17.0,22.0,4.0,20.0,1.0
2006-07-20,2.0,6.0,50.0,,3.0,2.0,,10.0,8.0,2.0,23.0,2.0,9.0,1.0,6.0,8.0,18.0,,23.0,
2006-07-21,4.0,5.0,18.0,,4.0,3.0,3.0,10.0,11.0,14.0,15.0,3.0,10.0,4.0,1.0,12.0,23.0,1.0,18.0,7.0
2006-07-22,5.0,7.0,31.0,2.0,4.0,6.0,8.0,6.0,6.0,8.0,21.0,,9.0,4.0,4.0,8.0,24.0,,19.0,1.0
2006-07-23,2.0,10.0,52.0,1.0,4.0,4.0,7.0,1.0,9.0,2.0,17.0,1.0,2.0,5.0,1.0,10.0,12.0,2.0,15.0,2.0
2006-07-24,11.0,3.0,74.0,4.0,4.0,4.0,1.0,2.0,6.0,4.0,20.0,2.0,10.0,2.0,8.0,15.0,33.0,1.0,21.0,
2006-07-25,2.0,5.0,83.0,2.0,6.0,2.0,5.0,9.0,8.0,17.0,17.0,2.0,14.0,4.0,2.0,13.0,27.0,1.0,13.0,1.0
2006-07-26,4.0,8.0,70.0,1.0,3.0,2.0,6.0,6.0,7.0,5.0,24.0,1.0,4.0,5.0,7.0,14.0,31.0,,15.0,1.0
2006-07-27,5.0,4.0,80.0,1.0,4.0,,,12.0,2.0,7.0,26.0,1.0,8.0,1.0,1.0,8.0,28.0,2.0,12.0,1.0
2006-07-28,5.0,3.0,30.0,4.0,7.0,2.0,,4.0,6.0,6.0,25.0,1.0,6.0,6.0,4.0,3.0,21.0,2.0,8.0,1.0
2006-07-29,1.0,7.0,39.0,,3.0,5.0,4.0,3.0,4.0,8.0,12.0,1.0,7.0,3.0,8.0,14.0,19.0,,20.0,2.0
2006-07-30,2.0,7.0,38.0,2.0,4.0,2.0,6.0,1.0,5.0,1.0,16.0,2.0,7.0,5.0,,13.0,20.0,,22.0,2.0
2006-07-31,4.0,5.0,29.0,3.0,5.0,2.0,,12.0,6.0,5.0,13.0,1.0,10.0,3.0,5.0,6.0,16.0,,13.0,2.0
2006-08-01,3.0,4.0,45.0,3.0,1.0,2.0,1.0,14.0,6.0,4.0,12.0,,11.0,2.0,5.0,12.0,25.0,1.0,15.0,2.0
2006-08-02,3.0,2.0,46.0,1.0,4.0,,,10.0,9.0,9.0,15.0,1.0,8.0,2.0,3.0,9.0,20.0,1.0,14.0,1.0
2006-08-03,1.0,3.0,44.0,4.0,4.0,4.0,2.0,12.0,4.0,10.0,13.0,1.0,2.0,3.0,2.0,7.0,24.0,2.0,15.0,2.0
2006-08-04,1.0,4.0,23.0,4.0,5.0,3.0,2.0,9.0,7.0,6.0,11.0,1.0,6.0,2.0,1.0,12.0,17.0,2.0,16.0,
2006-08-05,5.0,7.0,45.0,1.0,6.0,5.0,5.0,4.0,2.0,4.0,16.0,,4.0,1.0,6.0,13.0,16.0,,16.0,1.0
2006-08-06,3.0,6.0,60.0,2.0,5.0,7.0,,2.0,9.0,4.0,10.0,,6.0,7.0,1.0,7.0,15.0,2.0,11.0,
2006-08-07,1.0,6.0,36.0,3.0,10.0,5.0,,11.0,9.0,7.0,15.0,2.0,11.0,5.0,3.0,15.0,35.0,2.0,10.0,
2006-08-08,2.0,5.0,83.0,,6.0,4.0,1.0,9.0,5.0,11.0,22.0,,13.0,3.0,2.0,12.0,12.0,,8.0,3.0
2006-08-09,6.0,3.0,40.0,5.0,5.0,3.0,6.0,9.0,10.0,12.0,15.0,,7.0,4.0,5.0,12.0,20.0,2.0,25.0,
2006-08-10,1.0,9.0,56.0,,5.0,1.0,4.0,13.0,6.0,9.0,17.0,,7.0,4.0,3.0,14.0,14.0,2.0,15.0,
2006-08-11,,4.0,41.0,2.0,6.0,1.0,4.0,14.0,7.0,5.0,16.0,,14.0,1.0,7.0,7.0,21.0,,17.0,1.0
2006-08-12,4.0,6.0,89.0,1.0,2.0,2.0,5.0,3.0,7.0,3.0,14.0,1.0,8.0,10.0,1.0,8.0,16.0,,22.0,1.0
2006-08-13,2.0,4.0,94.0,,5.0,5.0,4.0,1.0,8.0,3.0,8.0,,6.0,3.0,5.0,15.0,18.0,2.0,16.0,
2006-08-14,2.0,4.0,28.0,1.0,4.0,3.0,2.0,7.0,2.0,,16.0,1.0,10.0,2.0,5.0,14.0,27.0,2.0,22.0,
2006-08-15,3.0,4.0,49.0,,8.0,1.0,1.0,5.0,5.0,9.0,14.0,1.0,13.0,5.0,2.0,10.0,22.0,3.0,12.0,
2006-08-16,3.0,2.0,59.0,,7.0,2.0,2.0,9.0,5.0,12.0,17.0,,16.0,1.0,2.0,17.0,24.0,3.0,28.0,4.0
2006-08-17,,5.0,63.0,3.0,5.0,2.0,1.0,7.0,5.0,7.0,13.0,2.0,7.0,5.0,2.0,12.0,26.0,3.0,12.0,
2006-08-18,2.0,4.0,51.0,,9.0,3.0,3.0,4.0,10.0,9.0,18.0,1.0,11.0,,3.0,14.0,26.0,2.0,18.0,
2006-08-19,4.0,4.0,54.0,3.0,6.0,1.0,4.0,4.0,11.0,7.0,14.0,2.0,9.0,5.0,4.0,10.0,21.0,,16.0,3.0
2006-08-20,3.0,3.0,48.0,1.0,4.0,6.0,2.0,1.0,6.0,3.0,18.0,1.0,3.0,4.0,5.0,15.0,13.0,4.0,25.0,
2006-08-21,4.0,6.0,41.0,1.0,9.0,3.0,4.0,12.0,11.0,10.0,11.0,,11.0,4.0,4.0,19.0,21.0,6.0,16.0,1.0
2006-08-22,2.0,7.0,39.0,,6.0,,2.0,9.0,7.0,8.0,19.0,,14.0,3.0,4.0,5.0,19.0,4.0,20.0,2.0
2006-08-23,1.0,6.0,38.0,,6.0,3.0,1.0,5.0,8.0,13.0,12.0,2.0,5.0,3.0,5.0,13.0,33.0,5.0,21.0,
2006-08-24,3.0,3.0,51.0,2.0,6.0,1.0,5.0,11.0,4.0,6.0,17.0,1.0,8.0,4.0,8.0,16.0,32.0,2.0,17.0,1.0
2006-08-25,5.0,4.0,48.0,1.0,11.0,5.0,8.0,8.0,8.0,5.0,12.0,2.0,6.0,2.0,6.0,7.0,19.0,,19.0,2.0
2006-08-26,2.0,5.0,21.0,3.0,7.0,5.0,3.0,5.0,10.0,5.0,13.0,,4.0,,2.0,12.0,19.0,,15.0,
2006-08-27,1.0,6.0,35.0,1.0,13.0,1.0,5.0,2.0,14.0,4.0,9.0,,7.0,3.0,2.0,12.0,17.0,2.0,16.0,3.0
2006-08-28,1.0,8.0,18.0,2.0,5.0,1.0,5.0,6.0,7.0,3.0,11.0,1.0,9.0,1.0,2.0,20.0,21.0,1.0,13.0,1.0
2006-08-29,2.0,8.0,37.0,2.0,8.0,2.0,1.0,10.0,12.0,7.0,18.0,2.0,11.0,3.0,3.0,15.0,22.0,1.0,14.0,2.0
2006-08-30,11.0,3.0,35.0,2.0,7.0,2.0,2.0,9.0,2.0,6.0,9.0,4.0,7.0,2.0,4.0,9.0,21.0,5.0,9.0,1.0
2006-08-31,4.0,4.0,40.0,1.0,12.0,4.0,5.0,9.0,7.0,3.0,11.0,2.0,11.0,,1.0,13.0,27.0,3.0,9.0,
2006-09-01,2.0,2.0,25.0,3.0,4.0,3.0,1.0,6.0,11.0,2.0,9.0,,8.0,,2.0,11.0,27.0,1.0,16.0,2.0
2006-09-02,1.0,2.0,14.0,,5.0,3.0,2.0,5.0,5.0,3.0,6.0,,6.0,2.0,5.0,12.0,19.0,1.0,21.0,
2006-09-03,5.0,4.0,49.0,1.0,4.0,9.0,7.0,1.0,10.0,7.0,10.0,4.0,7.0,2.0,5.0,10.0,17.0,3.0,17.0,2.0
2006-09-04,7.0,6.0,39.0,1.0,6.0,1.0,1.0,1.0,8.0,3.0,15.0,,10.0,3.0,2.0,13.0,20.0,1.0,24.0,
2006-09-05,1.0,5.0,33.0,3.0,9.0,5.0,,6.0,7.0,6.0,14.0,,5.0,3.0,5.0,13.0,17.0,1.0,17.0,
2006-09-06,7.0,3.0,25.0,1.0,6.0,,3.0,8.0,4.0,9.0,11.0,1.0,13.0,2.0,4.0,15.0,29.0,1.0,11.0,3.0
2006-09-07,2.0,5.0,39.0,3.0,6.0,5.0,3.0,6.0,4.0,6.0,22.0,,13.0,1.0,3.0,18.0,17.0,9.0,17.0,2.0
2006-09-08,5.0,3.0,13.0,1.0,7.0,1.0,2.0,7.0,7.0,9.0,9.0,2.0,4.0,5.0,6.0,20.0,14.0,1.0,20.0,2.0
2006-09-09,,6.0,22.0,1.0,1.0,5.0,1.0,5.0,7.0,3.0,26.0,,11.0,1.0,6.0,12.0,21.0,1.0,13.0,2.0
2006-09-10,4.0,3.0,43.0,1.0,1.0,5.0,1.0,2.0,2.0,5.0,11.0,,4.0,2.0,3.0,16.0,16.0,3.0,13.0,
2006-09-11,4.0,3.0,17.0,1.0,3.0,,,8.0,4.0,4.0,11.0,1.0,12.0,4.0,1.0,24.0,15.0,1.0,18.0,2.0
2006-09-12,1.0,4.0,27.0,2.0,6.0,5.0,2.0,8.0,6.0,13.0,15.0,,8.0,2.0,6.0,16.0,23.0,2.0,14.0,2.0
2006-09-13,4.0,7.0,22.0,2.0,6.0,1.0,2.0,9.0,,8.0,11.0,1.0,6.0,3.0,5.0,16.0,17.0,2.0,12.0,
2006-09-14,2.0,4.0,16.0,2.0,2.0,5.0,,4.0,4.0,4.0,11.0,2.0,6.0,4.0,4.0,11.0,23.0,1.0,9.0,
2006-09-15,2.0,5.0,14.0,2.0,6.0,4.0,3.0,3.0,4.0,4.0,13.0,3.0,11.0,5.0,5.0,10.0,20.0,1.0,10.0,
2006-09-16,4.0,9.0,41.0,2.0,9.0,6.0,4.0,3.0,5.0,7.0,15.0,,10.0,4.0,5.0,8.0,19.0,,12.0,
2006-09-17,5.0,6.0,53.0,1.0,5.0,5.0,6.0,3.0,9.0,5.0,19.0,3.0,9.0,,5.0,15.0,15.0,2.0,29.0,1.0
2006-09-18,3.0,5.0,19.0,1.0,5.0,6.0,2.0,6.0,7.0,2.0,21.0,1.0,6.0,3.0,3.0,11.0,21.0,1.0,22.0,1.0
2006-09-19,1.0,,23.0,3.0,10.0,3.0,,6.0,6.0,9.0,20.0,1.0,8.0,2.0,2.0,11.0,20.0,,14.0,1.0
2006-09-20,,2.0,31.0,1.0,6.0,3.0,6.0,8.0,4.0,10.0,17.0,1.0,4.0,4.0,1.0,10.0,31.0,2.0,16.0,
2006-09-21,,9.0,20.0,1.0,4.0,,6.0,6.0,4.0,6.0,11.0,,8.0,,2.0,10.0,18.0,1.0,14.0,1.0
2006-09-22,5.0,4.0,22.0,,8.0,,4.0,8.0,4.0,,12.0,,7.0,4.0,5.0,8.0,23.0,3.0,20.0,2.0
2006-09-23,3.0,6.0,26.0,3.0,3.0,3.0,6.0,,8.0,5.0,21.0,2.0,8.0,3.0,4.0,8.0,17.0,5.0,19.0,
2006-09-24,2.0,3.0,24.0,3.0,3.0,4.0,1.0,,4.0,3.0,20.0,1.0,2.0,3.0,6.0,16.0,14.0,,18.0,
2006-09-25,1.0,5.0,25.0,2.0,8.0,1.0,3.0,6.0,6.0,4.0,14.0,1.0,5.0,2.0,3.0,11.0,20.0,2.0,22.0,1.0
2006-09-26,5.0,2.0,43.0,,5.0,1.0,,5.0,4.0,8.0,12.0,2.0,5.0,2.0,3.0,10.0,20.0,3.0,26.0,3.0
2006-09-27,2.0,8.0,20.0,1.0,8.0,2.0,2.0,3.0,4.0,8.0,22.0,,5.0,3.0,3.0,8.0,14.0,4.0,11.0,4.0
2006-09-28,3.0,5.0,27.0,,8.0,4.0,6.0,9.0,6.0,6.0,17.0,1.0,9.0,2.0,4.0,6.0,23.0,,16.0,6.0
2006-09-29,1.0,4.0,26.0,,8.0,5.0,9.0,8.0,2.0,6.0,19.0,2.0,4.0,3.0,4.0,14.0,26.0,,9.0,2.0
2006-09-30,2.0,6.0,24.0,2.0,7.0,5.0,9.0,8.0,9.0,5.0,15.0,,3.0,3.0,4.0,11.0,22.0,4.0,13.0,
2006-10-01,3.0,1.0,45.0,1.0,5.0,4.0,6.0,2.0,8.0,3.0,17.0,1.0,5.0,3.0,3.0,10.0,18.0,2.0,21.0,1.0
2006-10-02,1.0,3.0,39.0,1.0,8.0,2.0,,10.0,7.0,3.0,19.0,,8.0,4.0,4.0,18.0,22.0,,17.0,1.0
2006-10-03,1.0,9.0,16.0,1.0,8.0,1.0,3.0,8.0,3.0,10.0,12.0,2.0,2.0,3.0,6.0,12.0,17.0,,11.0,3.0
2006-10-04,1.0,3.0,39.0,,12.0,4.0,3.0,7.0,7.0,11.0,20.0,2.0,6.0,3.0,1.0,12.0,23.0,,15.0,2.0
2006-10-05,6.0,5.0,36.0,1.0,3.0,3.0,10.0,8.0,4.0,9.0,16.0,1.0,6.0,2.0,2.0,9.0,25.0,1.0,9.0,1.0
2006-10-06,1.0,3.0,22.0,1.0,3.0,4.0,2.0,2.0,5.0,12.0,14.0,,5.0,9.0,7.0,18.0,29.0,1.0,9.0,1.0
2006-10-07,5.0,2.0,25.0,1.0,5.0,4.0,3.0,8.0,2.0,9.0,6.0,,5.0,,7.0,13.0,21.0,1.0,22.0,5.0
2006-10-08,2.0,9.0,42.0,2.0,4.0,5.0,3.0,1.0,8.0,,14.0,,6.0,1.0,7.0,17.0,21.0,,19.0,1.0
2006-10-09,1.0,5.0,58.0,1.0,3.0,4.0,,6.0,12.0,5.0,13.0,1.0,8.0,4.0,4.0,17.0,25.0,1.0,15.0,1.0
2006-10-10,4.0,,26.0,,5.0,2.0,1.0,5.0,6.0,9.0,11.0,,10.0,2.0,2.0,18.0,29.0,2.0,15.0,6.0
2006-10-11,2.0,4.0,22.0,,8.0,4.0,5.0,5.0,7.0,14.0,17.0,,5.0,4.0,4.0,17.0,9.0,1.0,11.0,5.0
2006-10-12,5.0,5.0,29.0,,9.0,5.0,2.0,7.0,6.0,10.0,13.0,,10.0,2.0,6.0,10.0,30.0,,16.0,1.0
2006-10-13,2.0,3.0,13.0,,3.0,1.0,1.0,12.0,5.0,8.0,12.0,1.0,5.0,6.0,2.0,19.0,23.0,,17.0,4.0
2006-10-14,1.0,1.0,16.0,,6.0,,4.0,8.0,11.0,10.0,17.0,,4.0,5.0,5.0,11.0,30.0,,23.0,
2006-10-15,5.0,4.0,46.0,,3.0,7.0,3.0,,5.0,15.0,16.0,1.0,5.0,4.0,5.0,12.0,16.0,1.0,19.0,2.0
2006-10-16,4.0,2.0,21.0,1.0,6.0,2.0,2.0,7.0,2.0,5.0,24.0,,9.0,2.0,1.0,13.0,16.0,,15.0,1.0
2006-10-17,1.0,3.0,18.0,1.0,4.0,1.0,3.0,4.0,4.0,7.0,16.0,,9.0,1.0,4.0,17.0,13.0,5.0,10.0,
2006-10-18,3.0,1.0,38.0,3.0,3.0,1.0,6.0,9.0,4.0,4.0,17.0,2.0,3.0,3.0,,14.0,18.0,1.0,17.0,1.0
2006-10-19,2.0,1.0,33.0,,5.0,2.0,5.0,7.0,3.0,11.0,17.0,3.0,5.0,1.0,6.0,13.0,27.0,1.0,20.0,
2006-10-20,3.0,1.0,19.0,,5.0,4.0,4.0,8.0,3.0,9.0,19.0,,5.0,4.0,4.0,16.0,27.0,,20.0,1.0
2006-10-21,,,25.0,1.0,7.0,6.0,4.0,7.0,6.0,12.0,15.0,,9.0,3.0,6.0,16.0,19.0,1.0,19.0,2.0
2006-10-22,1.0,13.0,28.0,,3.0,3.0,3.0,2.0,3.0,7.0,16.0,,7.0,2.0,6.0,9.0,20.0,1.0,21.0,1.0
2006-10-23,1.0,3.0,28.0,3.0,11.0,3.0,4.0,5.0,7.0,8.0,13.0,,5.0,3.0,4.0,12.0,17.0,2.0,16.0,
2006-10-24,1.0,2.0,21.0,1.0,6.0,1.0,3.0,7.0,7.0,6.0,20.0,4.0,5.0,3.0,1.0,17.0,18.0,1.0,14.0,1.0
2006-10-25,1.0,4.0,37.0,,5.0,1.0,1.0,8.0,6.0,7.0,19.0,,6.0,3.0,3.0,16.0,21.0,2.0,16.0,1.0
2006-10-26,1.0,1.0,32.0,,6.0,3.0,4.0,8.0,5.0,13.0,14.0,2.0,4.0,2.0,3.0,19.0,23.0,1.0,14.0,1.0
2006-10-27,2.0,3.0,18.0,,9.0,2.0,2.0,9.0,4.0,8.0,11.0,1.0,6.0,3.0,,11.0,15.0,5.0,20.0,
2006-10-28,1.0,5.0,16.0,1.0,7.0,13.0,3.0,2.0,5.0,5.0,15.0,,7.0,4.0,5.0,24.0,25.0,,15.0,1.0
2006-10-29,1.0,6.0,38.0,,8.0,7.0,8.0,4.0,9.0,5.0,15.0,,7.0,5.0,7.0,17.0,11.0,2.0,17.0,1.0
2006-10-30,2.0,4.0,33.0,,12.0,,15.0,7.0,4.0,1.0,27.0,,6.0,2.0,5.0,16.0,24.0,2.0,30.0,3.0
2006-10-31,1.0,13.0,23.0,2.0,7.0,2.0,10.0,6.0,2.0,3.0,21.0,,6.0,5.0,1.0,14.0,19.0,,23.0,2.0
2006-11-01,4.0,7.0,38.0,,8.0,2.0,5.0,7.0,3.0,14.0,17.0,1.0,10.0,4.0,4.0,12.0,19.0,,20.0,3.0
2006-11-02,3.0,3.0,25.0,,8.0,1.0,,9.0,9.0,9.0,18.0,,9.0,1.0,4.0,9.0,19.0,4.0,20.0,2.0
2006-11-03,2.0,2.0,11.0,1.0,3.0,4.0,6.0,6.0,5.0,5.0,11.0,1.0,6.0,1.0,4.0,12.0,22.0,,11.0,2.0
2006-11-04,2.0,5.0,34.0,1.0,3.0,1.0,2.0,4.0,2.0,7.0,20.0,4.0,10.0,2.0,4.0,16.0,24.0,,15.0,2.0
2006-11-05,1.0,4.0,35.0,2.0,5.0,1.0,1.0,2.0,,3.0,7.0,,3.0,4.0,2.0,11.0,7.0,1.0,20.0,1.0
2006-11-06,1.0,3.0,23.0,,10.0,,2.0,5.0,9.0,2.0,15.0,2.0,7.0,2.0,5.0,14.0,20.0,3.0,22.0,2.0
2006-11-07,2.0,4.0,43.0,1.0,4.0,2.0,,12.0,4.0,12.0,18.0,2.0,6.0,3.0,6.0,7.0,22.0,1.0,22.0,1.0
2006-11-08,,4.0,20.0,2.0,6.0,4.0,2.0,13.0,8.0,9.0,12.0,1.0,5.0,1.0,3.0,17.0,23.0,2.0,11.0,4.0
2006-11-09,1.0,2.0,34.0,3.0,5.0,1.0,7.0,6.0,4.0,11.0,12.0,1.0,8.0,4.0,3.0,15.0,16.0,,12.0,4.0
2006-11-10,2.0,3.0,17.0,1.0,5.0,1.0,2.0,10.0,3.0,13.0,12.0,,5.0,2.0,6.0,11.0,21.0,,15.0,2.0
2006-11-11,2.0,4.0,23.0,1.0,4.0,10.0,6.0,7.0,5.0,14.0,14.0,,5.0,3.0,2.0,12.0,16.0,1.0,19.0,
2006-11-12,1.0,2.0,59.0,,2.0,3.0,8.0,1.0,7.0,1.0,17.0,1.0,12.0,3.0,8.0,13.0,12.0,1.0,16.0,2.0
2006-11-13,1.0,3.0,22.0,1.0,5.0,2.0,1.0,6.0,8.0,3.0,10.0,,4.0,3.0,2.0,12.0,15.0,1.0,12.0,
2006-11-14,1.0,1.0,37.0,,4.0,2.0,1.0,6.0,6.0,11.0,25.0,,16.0,8.0,2.0,18.0,18.0,1.0,17.0,
2006-11-15,1.0,4.0,41.0,1.0,7.0,1.0,4.0,11.0,6.0,13.0,19.0,3.0,5.0,6.0,1.0,10.0,18.0,2.0,13.0,2.0
2006-11-16,,7.0,30.0,,3.0,3.0,3.0,7.0,10.0,1.0,14.0,2.0,11.0,4.0,3.0,13.0,25.0,2.0,9.0,2.0
2006-11-17,,6.0,28.0,2.0,7.0,4.0,3.0,5.0,3.0,9.0,23.0,1.0,8.0,3.0,4.0,11.0,15.0,,21.0,2.0
2006-11-18,1.0,3.0,35.0,1.0,6.0,7.0,5.0,9.0,5.0,6.0,8.0,,5.0,5.0,5.0,20.0,14.0,,23.0,1.0
2006-11-19,,3.0,29.0,1.0,5.0,3.0,6.0,2.0,5.0,4.0,17.0,,3.0,5.0,4.0,8.0,15.0,,19.0,1.0
